age,education_num,hours_per_week,occupation_prestige,sex,income_high
59,7,42,0.512,0,0
36,13,42,0.051,0,0
17,13,45,0.425,1,1
19,6,28,0.65,0,0
54,10,38,0.623,1,0
41,10,24,0.221,0,0
17,12,35,0.419,0,0
30,12,44,0.468,1,1
23,14,12,0.083,0,0
89,13,34,0.575,0,0
54,10,52,0.701,1,1
43,12,38,0.691,1,1
39,9,34,0.641,0,0
46,11,38,0.784,1,1
17,10,29,0.829,1,0
72,10,42,0.553,1,0
19,12,54,0.522,1,1
60,16,31,0.38,0,1
28,8,30,0.483,0,0
34,6,27,0.798,0,1
42,9,45,0.433,1,1
52,15,40,0.365,0,1
41,14,46,0.304,1,1
33,11,36,0.755,1,1
37,11,32,0.204,0,1
36,10,37,0.551,1,0
50,14,50,0.338,1,1
48,3,24,0.293,0,0
40,14,43,0.366,1,1
60,10,62,0.587,1,1
49,12,53,0.387,1,1
22,12,30,0.666,1,1
32,12,25,0.436,1,1
28,12,56,0.222,1,0
50,11,27,0.426,0,0
59,7,16,0.301,0,0
32,12,35,0.525,1,1
42,13,38,0.584,1,1
28,9,28,0.208,0,0
45,9,23,0.623,1,0
31,11,46,0.51,1,0
30,12,36,0.34,0,0
45,16,34,0.721,1,1
43,10,27,0.616,0,1
17,10,28,0.844,1,0
47,13,51,0.661,1,1
29,12,57,0.73,1,1
53,11,39,0.763,1,1
19,7,28,0.395,0,0
59,13,65,0.489,1,1
41,13,51,0.282,0,1
56,11,29,0.357,1,0
37,10,46,0.508,1,1
51,10,32,0.885,1,1
60,10,44,0.723,1,1
53,15,45,0.687,1,1
53,14,40,0.297,1,1
53,8,28,0.357,0,1
51,8,52,0.528,1,0
24,11,31,0.405,1,0
64,7,24,0.253,0,0
60,8,43,0.218,1,1
17,11,55,0.67,1,1
50,12,28,0.72,0,1
29,8,36,0.652,1,1
47,7,53,0.138,0,0
57,11,47,0.539,1,0
17,8,43,0.594,1,1
56,9,26,0.333,0,1
27,13,49,0.358,0,1
38,10,24,0.251,0,0
41,13,51,0.333,1,1
22,12,44,0.305,1,1
27,7,28,0.0,0,0
42,15,36,0.491,1,0
51,12,43,0.598,1,0
39,10,39,0.721,1,1
29,15,56,0.302,1,1
36,5,25,0.387,0,1
45,15,45,0.768,1,1
42,11,46,0.352,1,1
50,16,54,0.775,1,1
30,10,40,0.736,1,1
19,8,42,0.77,1,0
50,10,28,0.883,0,0
44,13,60,0.675,1,0
60,14,19,0.505,1,0
42,12,37,0.429,1,0
51,9,28,0.775,1,1
33,14,51,0.535,1,1
49,11,36,0.663,1,1
45,9,22,0.416,0,0
45,13,44,0.331,0,1
42,12,45,0.346,0,1
41,13,40,0.69,1,1
39,7,44,0.519,1,0
25,8,45,0.896,1,1
51,14,34,0.553,1,1
17,10,24,0.161,0,0
48,11,49,0.158,1,0
50,10,36,0.281,1,0
55,7,41,0.525,0,0
46,11,39,0.489,1,0
20,16,31,0.307,1,0
30,11,38,0.436,1,0
34,8,33,0.491,0,0
46,13,39,0.972,1,1
29,12,46,0.637,1,1
34,15,28,0.56,1,1
39,16,52,0.499,1,1
40,9,47,0.171,0,1
45,7,24,0.05,0,0
44,7,65,0.515,1,1
17,15,36,0.488,1,0
17,10,51,0.531,1,0
37,13,40,0.257,0,0
45,12,40,0.879,1,1
42,10,52,0.85,1,0
17,5,47,0.613,1,0
27,12,42,0.181,0,0
55,14,37,0.346,1,1
48,9,30,0.503,0,0
24,10,47,0.632,0,0
36,6,28,0.668,1,0
37,15,36,0.613,1,1
28,7,51,0.309,0,0
49,9,29,0.358,0,0
41,10,43,0.565,1,0
57,12,48,0.768,1,1
47,15,34,0.594,1,1
43,12,40,0.524,1,0
48,14,33,0.701,1,0
51,11,35,0.65,0,1
59,14,39,0.478,0,0
49,9,35,0.409,0,0
36,11,38,0.725,1,1
28,9,48,0.244,0,0
53,9,45,0.775,1,1
55,11,34,0.21,1,0
36,13,32,0.503,0,0
55,11,43,0.368,1,1
41,14,40,0.685,1,1
42,7,27,0.447,0,0
49,11,49,0.345,1,0
46,11,47,0.602,1,0
49,9,35,0.465,1,0
41,9,43,0.398,0,0
34,12,31,0.368,1,1
45,10,16,0.77,1,0
38,8,29,0.301,0,0
28,3,20,0.53,0,0
40,8,42,0.384,1,0
38,13,57,0.352,1,1
54,13,18,0.287,0,1
24,9,45,0.305,0,0
29,15,67,0.224,1,1
26,10,29,0.676,0,1
43,11,20,0.076,0,0
25,13,41,0.461,0,1
46,10,45,0.384,1,1
53,7,44,0.332,0,0
19,11,55,0.901,1,1
61,12,44,0.711,1,0
41,9,43,0.907,1,1
40,9,40,0.36,1,1
50,10,50,0.414,1,0
28,8,34,0.163,0,0
38,11,50,0.698,1,1
28,12,37,0.655,1,0
48,10,34,0.711,1,1
30,14,42,0.441,1,1
41,7,34,0.583,1,0
43,14,49,0.485,1,1
32,11,33,0.366,0,1
49,13,39,0.48,1,0
39,14,57,0.776,1,1
59,12,40,0.697,1,1
40,6,26,0.285,0,0
32,11,45,0.412,0,1
30,6,44,0.395,0,1
42,10,29,0.746,1,0
30,13,58,0.568,0,0
45,8,36,0.407,0,0
30,13,36,0.321,0,1
34,9,50,0.714,1,0
28,14,45,0.781,1,1
29,12,65,0.373,0,1
67,12,38,0.709,1,0
50,13,36,0.426,1,0
29,9,60,0.833,1,1
38,11,49,0.727,1,0
35,11,47,0.376,0,0
42,14,39,0.228,1,0
36,13,42,0.465,1,0
33,8,51,0.223,1,0
52,11,29,0.491,1,0
35,10,39,0.412,0,1
33,9,42,0.394,0,0
17,12,54,0.463,1,0
33,13,55,0.617,1,0
45,13,34,0.489,1,1
25,11,20,0.343,0,1
58,9,27,0.43,1,0
37,11,37,0.682,1,1
31,13,36,0.625,1,1
38,9,41,0.359,1,0
38,10,34,0.352,0,0
39,15,18,0.365,0,1
38,11,49,0.464,1,1
37,14,45,0.541,1,0
26,4,48,0.949,1,1
36,10,44,0.439,1,0
58,10,62,0.447,0,1
21,10,47,0.406,0,0
35,10,43,0.651,1,1
69,10,53,0.295,1,0
61,10,55,0.814,1,0
43,12,41,0.384,0,0
22,13,38,0.589,1,0
40,11,30,0.908,1,0
41,9,35,0.42,0,0
63,12,32,0.0,1,0
36,14,43,0.682,1,1
45,8,27,0.658,1,0
24,13,19,0.534,1,0
30,14,60,0.417,1,0
70,10,56,0.647,1,1
49,15,29,0.599,1,1
38,9,59,0.805,1,1
37,8,53,0.0,0,0
23,14,47,0.826,1,1
17,8,77,0.409,0,1
44,13,34,0.597,1,1
34,16,27,1.0,1,1
28,6,32,0.468,1,0
41,9,36,0.45,0,0
43,12,41,0.485,1,0
61,12,39,0.525,1,1
59,11,45,0.403,0,1
20,12,49,0.433,1,0
39,14,44,0.424,1,1
51,12,42,0.58,1,1
39,10,27,0.467,1,1
63,10,33,0.473,0,0
53,6,59,0.35,1,0
31,10,38,0.668,1,1
41,10,58,0.523,1,0
34,8,34,0.359,0,1
41,11,46,0.732,1,1
46,12,33,0.394,0,0
25,14,53,0.498,1,1
38,11,36,0.603,1,1
17,8,49,0.589,1,0
21,11,43,0.568,1,0
29,11,37,0.38,1,1
50,10,41,0.275,1,1
32,9,29,0.338,1,0
68,10,65,0.29,1,1
33,16,42,0.709,1,1
20,10,34,0.45,1,0
42,11,32,0.376,1,1
25,10,51,0.654,1,1
39,15,40,0.674,1,1
38,8,27,0.3,0,0
23,12,52,0.34,1,1
38,10,45,0.281,1,1
35,9,36,0.35,0,0
35,12,49,0.401,1,0
53,16,68,0.828,1,1
39,13,50,0.588,1,0
45,11,48,0.558,1,0
31,12,30,0.502,1,0
46,13,36,0.615,1,0
43,11,67,0.854,1,1
32,11,42,0.394,1,0
56,13,33,0.915,1,1
34,10,37,0.24,1,1
40,13,63,0.726,1,0
59,12,39,0.231,1,1
44,12,57,0.527,1,0
61,14,53,0.205,1,0
42,11,61,0.536,1,0
60,8,44,0.368,0,0
17,10,64,0.61,1,1
41,16,20,0.567,1,1
27,9,47,0.473,1,1
42,13,29,0.672,1,0
23,13,43,0.136,1,0
42,10,46,0.732,1,1
33,12,43,0.432,0,0
22,8,36,0.832,1,1
37,11,44,0.672,1,0
24,11,36,0.574,1,1
28,11,54,0.635,1,0
47,12,34,0.621,1,1
48,16,34,0.479,1,1
60,12,52,0.517,1,1
44,10,43,0.612,1,1
31,13,64,0.755,1,0
28,9,30,0.106,0,0
34,8,48,0.377,1,0
33,6,25,0.461,0,0
53,13,40,0.609,1,1
41,10,45,0.525,1,1
43,12,37,0.484,0,1
60,10,33,0.388,0,0
38,9,39,0.632,0,0
37,8,42,0.509,0,1
35,13,25,0.441,1,1
27,16,47,0.642,1,1
37,9,58,0.278,0,0
28,12,64,0.728,1,1
47,10,51,0.585,1,1
17,8,14,0.666,1,0
42,8,24,0.15,0,0
30,11,49,0.596,1,0
31,10,33,0.483,1,1
50,10,27,0.386,1,1
46,10,30,0.319,0,0
34,10,46,0.315,1,0
42,13,51,0.573,1,1
48,9,47,0.379,1,0
28,6,37,0.801,1,1
29,11,33,0.587,0,1
32,12,30,0.522,1,0
25,13,35,0.446,0,0
21,16,32,0.461,1,0
43,9,56,0.238,1,0
48,15,36,0.0,0,0
38,9,44,0.238,1,1
52,12,44,0.993,1,1
17,9,47,0.472,1,1
56,11,43,0.33,0,0
66,6,56,0.241,0,1
30,12,50,0.495,1,0
46,6,51,0.408,1,1
46,15,25,0.686,1,0
39,14,39,0.459,1,0
17,8,27,0.598,0,0
41,11,32,0.458,0,1
33,10,34,0.5,0,0
50,6,35,0.429,0,0
30,14,21,0.628,1,1
66,9,30,0.401,0,0
46,13,63,0.614,1,0
34,9,52,0.425,0,0
17,15,54,0.539,1,0
30,9,43,0.731,1,0
47,9,32,0.08,0,0
41,10,24,0.491,1,1
35,6,37,0.504,0,0
40,10,46,0.81,1,1
36,10,63,0.888,1,1
43,10,54,0.396,1,1
42,9,59,0.704,1,1
27,8,45,0.39,1,0
41,12,22,0.268,0,0
45,12,38,0.728,1,1
34,10,26,0.785,1,1
17,8,26,0.587,0,0
39,7,36,0.062,0,0
47,13,30,0.363,1,0
43,4,31,0.487,0,0
36,13,50,0.544,1,1
54,13,30,0.353,0,0
18,7,45,0.415,1,0
34,11,37,0.296,1,0
46,6,62,0.74,1,1
71,9,41,0.672,1,0
35,7,33,0.732,1,1
34,9,52,0.661,1,1
28,9,39,0.274,0,0
48,12,23,0.656,1,1
30,12,33,0.604,1,0
58,9,49,0.519,1,0
45,9,33,0.269,1,0
45,11,48,0.543,1,1
47,13,31,0.362,1,1
46,14,46,0.241,0,0
28,11,62,0.585,1,1
17,6,33,0.486,0,0
28,16,35,0.464,1,0
39,10,31,0.614,1,1
37,8,58,0.554,1,1
17,8,35,0.818,1,0
48,13,37,0.447,1,1
36,9,34,0.494,0,0
44,14,25,0.23,1,1
20,11,36,0.121,0,0
44,10,23,0.262,0,0
51,5,45,0.45,1,0
51,11,41,0.235,0,1
36,11,61,0.617,1,0
36,15,45,0.311,1,1
17,15,43,0.873,1,1
56,16,44,0.869,1,0
35,10,19,0.577,0,0
69,7,30,0.316,0,1
48,13,34,0.682,1,0
25,11,34,0.451,0,0
59,15,41,0.721,1,0
36,6,50,0.449,0,1
33,11,49,0.487,1,1
54,8,53,0.367,0,1
36,13,31,0.354,1,1
44,10,40,0.702,1,1
37,8,37,0.571,0,1
52,10,47,0.39,0,0
41,10,34,0.789,1,0
50,9,33,0.52,1,0
17,9,28,0.551,1,0
49,11,49,0.65,1,1
40,16,34,0.306,1,1
54,14,42,0.103,1,0
37,10,53,0.449,1,1
38,9,33,0.136,0,0
17,6,23,0.472,0,1
33,11,44,0.581,1,1
34,13,41,0.715,1,1
53,7,45,0.576,1,1
32,9,64,0.605,1,1
52,13,33,0.198,0,0
44,13,55,0.456,1,1
48,16,43,0.483,1,1
55,9,36,0.652,1,0
24,13,51,0.746,1,1
31,10,47,0.692,1,1
28,7,27,0.402,0,0
22,13,44,0.367,0,1
20,13,30,0.685,1,0
37,10,49,0.451,1,1
17,9,43,0.527,0,0
42,12,27,0.468,0,0
49,16,76,0.744,1,1
37,9,39,0.339,0,1
58,10,22,0.332,1,0
52,13,29,0.213,1,0
19,9,50,0.637,1,1
32,11,33,0.386,0,0
66,13,50,0.15,0,1
32,15,44,0.198,0,0
44,11,41,0.452,1,0
37,12,58,0.474,1,0
46,9,42,0.511,1,1
42,10,50,0.808,1,1
43,12,50,0.0,0,0
22,13,54,0.717,1,1
62,7,46,0.908,1,1
21,11,35,0.942,1,0
39,7,38,0.284,1,0
51,10,33,0.687,0,0
58,9,28,0.555,0,0
37,14,34,0.862,1,1
23,7,50,0.367,1,1
36,12,55,0.279,1,0
26,16,43,0.318,1,0
47,11,30,0.973,1,1
39,12,48,1.0,1,0
40,11,40,0.888,1,1
57,14,39,0.437,1,0
48,14,56,0.871,1,1
37,12,33,0.171,0,1
27,11,43,0.393,1,0
39,7,30,0.697,1,0
26,13,51,0.189,1,0
29,12,35,0.439,1,0
20,13,45,0.653,1,0
49,7,66,0.219,0,0
36,16,40,0.53,1,1
56,8,30,0.443,1,0
39,11,42,0.675,1,1
68,11,51,0.511,1,1
49,11,15,0.281,0,1
39,12,48,0.684,1,0
34,11,52,0.637,1,1
31,11,34,0.769,1,1
21,9,52,0.568,1,1
37,14,31,0.541,1,1
17,13,46,0.352,1,0
42,11,17,0.708,0,1
18,10,31,0.119,0,0
22,8,29,0.483,0,0
31,12,30,0.206,0,1
31,12,31,0.083,0,0
28,9,40,0.808,0,1
28,13,45,0.189,0,0
33,8,50,0.628,1,1
38,10,77,0.357,1,0
39,11,53,0.428,1,1
47,12,54,0.377,0,1
42,10,42,0.844,1,0
45,11,39,0.688,1,0
34,12,51,0.473,1,0
23,10,61,0.797,1,1
32,16,31,0.164,0,0
50,15,50,0.517,1,1
27,13,31,0.677,1,1
46,15,37,0.228,1,0
32,13,32,0.713,1,0
42,12,30,0.337,0,0
40,16,40,0.19,1,1
39,10,36,0.114,0,0
26,13,59,0.654,1,1
21,10,48,0.519,1,0
51,14,66,0.76,1,1
60,14,52,0.505,1,1
28,10,59,0.371,0,0
33,11,49,0.894,1,1
25,11,58,0.514,0,1
25,10,30,0.713,0,0
41,9,47,0.6,1,1
35,13,26,0.546,1,1
24,11,57,0.586,1,1
51,14,52,0.473,1,1
60,11,36,0.335,1,1
35,12,34,0.335,0,1
52,13,16,0.38,0,0
32,13,49,0.214,0,0
22,10,46,0.251,0,0
38,14,46,0.613,1,1
17,11,30,0.391,1,1
35,11,27,0.496,1,0
40,9,58,0.372,0,1
38,11,44,0.45,0,1
34,8,38,0.568,1,1
51,6,22,0.651,0,0
33,11,17,0.547,1,0
43,7,43,0.174,1,0
42,10,27,0.884,1,1
26,10,52,0.544,0,0
35,7,33,0.369,0,0
37,13,32,0.44,0,0
34,9,23,0.151,0,0
31,10,44,0.426,0,1
17,13,37,0.541,1,0
43,15,12,0.228,0,0
23,12,49,0.751,1,1
55,10,31,0.354,0,0
27,9,41,0.386,0,1
45,12,54,0.254,1,0
52,15,53,0.767,1,1
40,10,27,0.159,0,0
46,11,28,0.425,1,0
71,9,49,0.621,0,0
28,8,28,0.684,1,1
22,15,37,0.671,1,1
49,8,35,0.507,0,1
33,15,47,0.949,1,1
30,6,42,0.278,0,0
46,14,36,0.502,0,1
30,7,18,0.281,0,0
26,8,65,0.678,1,1
58,9,29,0.382,0,0
50,6,40,0.624,1,0
49,14,44,0.867,1,1
26,12,44,0.48,1,0
45,12,38,0.0,0,1
62,12,14,0.6,0,0
41,12,31,0.381,0,0
47,10,32,0.418,1,1
17,13,33,0.452,0,0
54,13,22,0.795,0,0
43,12,32,0.614,1,0
26,8,44,0.036,0,0
17,15,32,0.211,1,0
46,11,43,0.524,1,0
38,12,50,0.656,1,1
46,11,49,0.485,1,1
46,9,45,0.501,0,0
34,9,49,0.894,1,1
27,14,34,0.276,1,1
50,5,47,0.604,0,1
54,13,49,0.201,1,1
56,10,31,0.138,0,0
48,11,43,0.26,1,0
57,8,60,0.478,0,1
45,9,34,0.086,0,0
48,7,49,0.518,1,1
34,6,37,0.396,0,0
58,12,35,0.388,0,1
45,14,58,0.766,1,0
56,9,48,0.507,1,1
63,11,15,0.487,1,0
49,10,27,0.21,0,1
56,13,26,0.468,0,0
17,11,46,0.387,0,1
62,3,38,0.413,0,0
42,13,35,0.264,0,1
51,12,33,0.284,0,0
17,11,47,0.485,0,0
42,10,41,0.588,0,1
37,13,51,0.377,1,1
31,9,37,0.762,1,1
34,10,41,0.529,0,0
40,9,45,0.311,0,0
43,8,38,0.284,1,1
17,11,19,0.377,0,0
57,10,24,0.518,0,1
43,9,54,0.821,1,1
17,8,55,0.516,0,1
41,12,60,0.576,1,1
24,12,32,0.734,1,1
21,9,64,0.645,1,1
34,12,49,0.542,0,0
40,11,31,0.577,0,0
42,9,22,0.361,0,0
54,13,49,0.385,0,1
61,9,34,0.221,0,1
45,16,47,0.625,1,1
45,11,40,0.63,1,1
37,8,7,0.279,0,0
23,11,57,0.233,0,0
49,9,34,0.507,1,1
40,9,41,0.296,0,0
51,13,33,0.365,1,0
53,11,46,0.152,0,0
58,8,39,0.611,1,1
71,11,53,0.705,1,1
58,3,37,0.456,0,0
23,10,59,0.605,1,1
36,8,57,0.544,1,0
45,15,29,0.553,0,1
36,14,56,0.63,1,1
54,8,44,0.375,0,0
51,13,51,0.887,1,1
49,6,48,0.625,0,0
40,12,26,0.549,1,1
35,6,29,0.633,0,0
39,15,25,0.291,1,1
17,13,26,0.196,0,0
49,14,24,0.102,0,0
34,13,45,0.0,0,0
19,11,53,0.921,1,1
27,13,66,0.548,1,1
40,13,60,0.542,1,0
24,6,34,0.519,0,1
54,11,34,0.891,1,1
33,10,32,0.363,1,0
55,14,43,0.444,1,1
37,16,35,0.625,1,0
46,13,56,0.617,1,0
48,10,46,0.308,1,0
44,12,39,0.292,0,1
28,11,44,0.481,1,1
30,8,35,0.253,0,0
56,11,63,0.491,1,1
17,10,26,0.343,1,0
25,10,51,0.538,0,1
33,8,33,0.487,1,0
55,13,46,0.144,1,1
32,12,50,0.569,1,1
28,7,26,0.682,0,0
29,10,45,0.899,1,1
41,12,29,0.7,1,0
30,8,44,0.833,1,1
32,13,62,0.498,1,0
27,12,43,0.454,1,1
38,12,59,0.614,1,1
20,10,44,0.335,0,0
37,9,53,0.471,1,0
17,7,30,0.042,0,0
19,10,22,0.74,0,0
63,11,46,0.346,1,1
45,12,44,0.646,1,1
17,9,30,0.242,0,0
28,12,37,0.372,1,0
50,10,25,0.295,0,1
17,11,39,0.841,1,0
23,10,53,0.501,1,0
36,13,38,0.432,1,0
31,9,31,0.442,0,0
40,10,40,0.287,0,0
34,12,38,0.686,1,1
35,13,33,0.513,1,0
38,9,34,0.698,0,0
25,14,31,0.738,1,0
51,12,25,0.642,0,0
25,10,42,0.571,1,0
56,12,56,0.565,1,1
33,13,52,0.463,1,1
50,16,25,0.249,1,1
17,13,69,0.688,1,1
53,11,44,0.489,1,1
31,10,28,0.477,0,1
37,6,27,0.245,0,0
51,11,50,0.727,1,1
36,15,50,0.529,1,0
41,13,51,0.258,1,0
30,13,38,0.562,1,1
42,12,44,0.649,1,1
57,8,25,0.573,1,1
55,12,46,0.545,1,1
32,12,41,0.649,1,1
49,12,36,0.724,1,1
48,7,20,0.421,0,0
54,16,39,0.44,1,1
41,11,41,0.384,0,1
42,12,32,0.379,0,0
51,15,40,0.76,1,1
39,13,26,0.559,0,1
39,11,50,0.508,1,1
38,10,54,0.511,1,0
44,12,55,0.586,0,0
35,8,43,0.338,0,0
17,15,59,0.397,1,1
38,11,38,0.6,1,1
17,12,41,0.705,1,0
40,11,36,0.444,0,1
33,11,51,0.575,1,0
28,15,34,1.0,1,1
44,12,35,0.648,1,1
17,11,50,0.754,1,1
41,14,55,0.431,1,1
31,10,41,0.638,1,0
59,5,44,0.426,1,0
26,13,36,0.543,1,1
39,12,36,0.532,1,0
39,9,27,0.239,0,0
40,14,51,0.473,1,0
21,11,58,0.077,1,0
27,10,27,0.468,0,1
39,13,57,0.453,1,1
19,9,45,0.435,1,0
25,14,36,0.43,1,1
44,10,21,0.452,0,0
27,15,41,0.473,1,0
22,10,22,0.641,1,1
31,11,62,0.524,1,1
28,14,31,0.544,1,0
23,15,46,0.546,1,0
39,13,51,0.354,1,1
43,14,41,0.565,1,0
31,11,36,0.301,0,1
43,9,38,0.414,1,0
48,13,57,0.586,1,0
53,10,17,0.233,1,0
37,8,67,0.568,0,0
33,11,31,0.69,1,0
21,14,38,0.302,1,1
42,10,70,0.191,1,1
39,10,43,0.764,1,1
46,8,50,0.415,0,0
37,11,37,0.663,1,0
57,12,46,0.814,0,0
31,13,37,0.696,0,0
25,15,28,0.163,0,0
37,15,32,0.567,1,0
59,11,21,0.514,1,1
17,10,39,0.29,0,0
59,8,55,0.694,1,0
41,11,42,0.331,1,0
38,11,21,0.625,1,0
31,10,32,0.878,0,0
46,9,60,0.665,1,1
55,13,44,0.754,1,1
53,16,28,0.485,1,1
56,12,54,0.448,1,0
41,9,52,0.252,1,1
17,10,20,0.376,0,0
49,10,25,0.367,0,0
28,15,43,0.763,1,0
32,11,35,0.139,1,1
46,16,37,0.355,1,1
56,8,48,0.215,0,0
31,12,47,0.723,1,1
38,10,26,0.436,0,1
34,8,16,0.64,1,0
36,12,26,0.476,0,0
19,13,53,0.456,1,1
38,10,48,0.532,1,1
30,10,33,0.731,1,0
31,13,62,0.37,1,1
26,10,24,0.51,0,0
23,11,60,0.852,1,0
47,13,51,0.478,1,1
33,13,53,0.714,1,0
28,12,51,0.536,1,1
33,10,45,0.63,1,0
36,15,61,0.391,1,1
57,12,38,0.744,1,1
17,11,48,0.248,1,0
26,9,60,0.826,1,0
61,13,66,0.54,1,0
28,14,44,0.662,1,1
56,10,47,0.303,0,0
43,9,31,0.336,1,0
18,11,32,0.336,1,0
38,15,52,0.548,1,1
45,13,40,0.589,0,1
45,8,46,0.756,1,0
39,13,42,0.457,1,1
37,6,31,0.489,0,0
39,11,31,0.731,1,1
19,11,21,0.505,0,0
37,12,44,0.491,1,0
23,12,32,0.366,1,0
38,8,65,0.465,1,0
18,10,39,0.157,0,0
26,13,34,0.394,1,0
54,12,42,0.706,1,1
38,13,50,0.521,1,1
28,8,44,0.658,1,1
35,8,33,0.338,0,0
17,11,45,0.488,1,0
17,12,27,0.596,1,0
37,12,23,0.682,1,0
51,11,66,0.439,1,1
38,12,42,0.503,1,1
28,12,31,0.258,0,0
83,12,39,0.473,1,1
38,12,49,0.572,1,0
40,14,48,0.585,1,1
32,9,39,0.223,0,0
39,10,43,0.831,1,0
32,12,35,0.227,0,1
48,12,35,0.456,1,1
29,14,28,0.769,1,1
42,12,34,0.755,1,0
44,8,26,0.171,0,0
47,11,30,0.192,1,1
49,9,64,0.801,1,0
26,13,27,0.28,0,0
26,11,33,0.642,1,0
34,10,42,0.109,0,1
17,14,27,0.199,1,1
27,8,50,0.669,1,0
27,11,33,0.622,0,0
50,13,41,0.124,0,1
45,12,21,0.474,0,1
37,7,36,0.545,1,0
22,11,39,0.667,0,0
43,9,52,0.267,1,1
27,10,53,0.567,1,0
39,12,28,0.441,1,0
27,12,14,0.356,0,1
34,6,44,0.382,0,0
22,9,38,0.734,1,1
35,9,35,0.596,1,0
35,7,31,0.492,1,0
27,13,43,0.529,1,0
37,7,28,0.613,1,0
31,12,54,0.543,1,1
36,12,38,0.746,1,1
17,10,35,0.219,0,0
43,13,47,0.556,1,1
40,12,46,0.429,1,0
33,12,46,0.91,1,1
33,13,27,0.554,1,1
33,12,70,0.449,1,1
38,13,11,1.0,1,0
54,12,33,0.525,1,1
30,8,33,0.705,0,1
27,14,36,0.583,0,0
42,16,55,0.37,1,1
24,11,37,0.205,1,0
17,6,36,0.347,1,0
30,12,47,0.545,1,1
57,13,47,0.507,1,1
39,9,32,0.435,0,1
46,6,33,0.407,0,0
38,12,27,0.493,1,1
17,10,41,0.232,0,0
47,9,36,0.528,0,0
36,13,48,0.581,1,0
33,6,26,0.371,0,0
30,14,32,0.465,1,0
76,6,48,0.658,1,0
54,10,54,0.437,0,1
34,10,51,0.451,1,0
22,14,38,0.309,0,0
46,10,39,0.077,1,0
28,14,41,0.436,1,0
47,8,20,0.317,0,0
43,9,55,0.865,1,1
46,9,51,0.478,0,0
41,8,44,0.703,1,1
17,12,39,0.392,1,0
38,8,39,0.643,1,0
39,13,49,0.632,0,1
49,7,30,0.355,0,0
18,12,41,0.838,1,1
31,11,49,0.251,0,1
39,10,44,0.254,0,1
41,11,39,0.49,0,0
30,12,38,0.514,1,1
29,8,28,0.131,0,0
17,10,42,0.796,0,0
51,11,50,0.336,0,1
45,12,41,0.533,1,1
18,14,13,0.098,0,0
49,11,45,0.537,1,1
28,9,48,0.273,0,0
62,10,24,0.636,0,1
45,9,36,0.505,0,0
36,12,44,0.91,1,1
57,13,48,0.47,1,1
33,8,32,0.397,1,0
58,11,53,0.753,1,1
38,13,39,0.482,1,1
42,11,28,0.497,1,1
28,15,41,0.374,1,1
23,11,32,0.577,1,0
34,8,6,0.738,0,0
39,16,31,0.395,0,1
48,14,42,0.758,1,1
32,10,39,0.707,1,0
67,13,32,0.623,1,1
20,10,33,0.394,0,0
36,12,35,0.692,1,0
49,16,18,0.6,1,1
42,11,39,0.239,0,0
42,10,52,0.565,1,1
21,8,39,0.283,0,0
47,14,33,0.646,1,1
57,10,44,0.17,0,1
52,12,26,0.317,0,1
38,7,41,0.257,0,0
31,12,49,0.577,1,1
51,7,48,0.558,1,1
36,7,30,0.385,0,0
37,7,46,0.415,0,0
52,8,53,0.877,1,1
46,10,26,0.576,0,1
49,6,34,0.446,0,0
32,7,48,0.5,1,0
25,12,36,0.449,1,1
23,16,40,0.439,1,1
17,8,34,0.275,1,0
65,9,63,0.66,1,1
21,12,24,0.498,1,0
29,7,44,0.527,0,0
68,11,49,0.625,1,1
31,9,30,0.162,0,0
23,14,46,0.572,1,1
58,7,42,0.656,0,0
39,8,23,0.098,0,0
38,12,27,0.338,1,0
42,16,31,0.103,1,0
27,9,39,0.304,1,1
43,16,45,0.794,1,1
41,5,18,0.565,0,0
50,13,35,0.731,1,1
60,9,39,0.435,0,0
28,13,42,0.722,1,0
65,8,26,0.225,0,0
20,11,42,0.445,1,0
25,16,50,0.899,1,1
17,8,23,0.691,1,1
36,10,25,0.463,0,0
44,10,49,0.331,0,1
27,13,40,0.364,0,0
33,13,40,0.288,1,0
17,9,36,0.199,0,0
61,8,67,0.269,1,0
29,12,35,0.605,1,1
26,11,44,0.764,1,0
37,12,35,0.187,0,1
49,13,61,0.877,1,1
40,15,29,0.515,1,1
56,11,35,0.833,1,1
45,11,48,0.552,0,0
19,7,30,0.58,1,0
38,12,43,0.319,1,0
17,14,39,0.616,1,0
35,16,29,0.273,0,1
17,7,32,0.959,1,1
30,15,36,0.506,1,0
70,12,38,0.579,1,1
56,13,63,0.431,1,0
36,8,22,0.682,1,0
27,12,65,0.716,1,1
64,16,53,0.499,1,1
42,11,49,0.573,1,1
28,8,24,0.421,0,1
32,12,57,0.527,1,1
64,12,43,0.737,1,1
27,9,48,0.569,1,0
19,11,37,0.217,1,0
34,14,38,0.724,1,1
35,16,52,0.298,1,0
24,13,55,0.515,1,1
30,10,41,0.482,1,0
49,15,36,0.597,1,1
46,13,43,0.916,1,1
28,15,40,0.557,1,1
45,14,35,0.846,1,1
35,13,44,0.563,0,0
34,14,46,0.888,1,1
46,10,51,0.47,0,1
20,10,26,0.305,1,0
25,14,45,0.318,1,0
17,9,27,0.126,0,0
17,13,44,0.951,1,0
41,10,25,0.704,1,0
42,13,59,0.529,1,1
35,11,51,0.433,1,0
56,12,48,0.698,1,1
23,12,53,0.567,1,1
