age,education_years,hours_per_week,occupation,marital,sex,income_high
65,16,22,Healthcare,Married,0,0
27,16,43,Education/Legal/Arts/Social,Never married,1,0
38,16,40,Office & Admin,Divorced,0,0
38,16,40,Office & Admin,Married,0,1
27,16,40,Management/Business/Finance,Never married,0,0
67,18,50,Education/Legal/Arts/Social,Never married,0,1
71,16,5,Management/Business/Finance,Married,1,1
26,12,40,Service (food/clean/care/protective),Never married,1,0
27,11,38,Service (food/clean/care/protective),Never married,1,0
19,12,30,Blue-collar (build/repair/prod/transport),Never married,1,0
58,16,20,Service (food/clean/care/protective),Widowed,0,0
44,14,40,Management/Business/Finance,Divorced,1,1
24,16,40,Management/Business/Finance,Never married,0,0
30,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
77,18,35,Management/Business/Finance,Divorced,0,1
33,16,40,Sales,Never married,0,1
76,16,40,Office & Admin,Divorced,0,0
27,11,40,Service (food/clean/care/protective),Married,0,0
35,14,40,Education/Legal/Arts/Social,Married,0,1
70,21,60,Education/Legal/Arts/Social,Married,1,1
29,16,38,Office & Admin,Never married,0,0
57,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
61,14,35,Blue-collar (build/repair/prod/transport),Married,1,0
49,12,30,Education/Legal/Arts/Social,Divorced,0,0
53,18,50,Healthcare,Married,0,1
64,12,32,Blue-collar (build/repair/prod/transport),Married,1,0
56,14,50,Sales,Married,1,1
34,16,45,Education/Legal/Arts/Social,Never married,1,0
51,12,50,Service (food/clean/care/protective),Never married,1,0
59,12,40,Management/Business/Finance,Married,1,1
27,14,36,Sales,Married,0,0
30,16,27,Blue-collar (build/repair/prod/transport),Never married,0,0
31,14,40,Service (food/clean/care/protective),Never married,1,0
50,16,40,Service (food/clean/care/protective),Divorced,0,0
49,18,40,Education/Legal/Arts/Social,Married,1,1
59,13,30,Blue-collar (build/repair/prod/transport),Married,1,0
54,16,40,Computing/Engineering/Science,Married,1,1
59,9,30,Healthcare,Never married,0,0
53,14,40,Service (food/clean/care/protective),Married,0,0
17,10,7,Education/Legal/Arts/Social,Never married,1,0
49,18,40,Management/Business/Finance,Married,0,1
26,16,40,Service (food/clean/care/protective),Never married,1,0
37,14,30,Management/Business/Finance,Never married,1,0
46,6,40,Blue-collar (build/repair/prod/transport),Married,0,0
53,16,40,Management/Business/Finance,Married,1,1
21,14,20,Sales,Never married,0,0
56,16,50,Computing/Engineering/Science,Married,1,1
65,14,60,Management/Business/Finance,Divorced,1,0
40,16,65,Office & Admin,Married,1,0
52,14,50,Service (food/clean/care/protective),Married,1,1
57,7,25,Service (food/clean/care/protective),Married,0,0
74,14,55,Service (food/clean/care/protective),Married,0,1
21,14,8,Sales,Never married,0,0
25,14,47,Service (food/clean/care/protective),Married,0,0
56,18,40,Office & Admin,Married,0,0
50,12,40,Sales,Married,1,1
64,19,12,Education/Legal/Arts/Social,Divorced,0,0
74,14,12,Service (food/clean/care/protective),Married,1,0
30,14,55,Education/Legal/Arts/Social,Never married,1,0
44,18,50,Education/Legal/Arts/Social,Married,1,1
78,14,40,Management/Business/Finance,Divorced,0,0
20,14,20,Sales,Never married,1,0
67,14,30,Healthcare,Divorced,0,1
65,13,40,Service (food/clean/care/protective),Married,1,1
24,16,40,Management/Business/Finance,Never married,0,0
54,14,32,Education/Legal/Arts/Social,Married,0,0
34,21,60,Healthcare,Married,0,1
31,14,40,Education/Legal/Arts/Social,Never married,0,1
17,10,16,Blue-collar (build/repair/prod/transport),Never married,1,0
32,16,20,Computing/Engineering/Science,Married,0,0
56,16,40,Management/Business/Finance,Married,1,1
60,14,40,Healthcare,Married,1,0
18,12,20,Service (food/clean/care/protective),Never married,0,0
37,18,40,Management/Business/Finance,Never married,1,1
30,18,40,Management/Business/Finance,Never married,1,1
48,16,65,Office & Admin,Married,0,1
41,6,38,Blue-collar (build/repair/prod/transport),Married,1,0
27,13,40,Military/Other,Never married,0,0
55,13,40,Service (food/clean/care/protective),Married,1,0
22,12,37,Blue-collar (build/repair/prod/transport),Never married,1,0
28,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
55,0,58,Blue-collar (build/repair/prod/transport),Married,1,1
37,12,40,Computing/Engineering/Science,Married,1,1
18,12,25,Service (food/clean/care/protective),Never married,0,0
40,11,40,Blue-collar (build/repair/prod/transport),Never married,1,0
57,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
34,18,40,Computing/Engineering/Science,Divorced,0,1
28,8,40,Blue-collar (build/repair/prod/transport),Never married,1,0
42,7,50,Office & Admin,Married,0,0
46,9,40,Blue-collar (build/repair/prod/transport),Never married,0,0
39,21,40,Healthcare,Divorced,0,1
29,11,40,Blue-collar (build/repair/prod/transport),Married,0,0
31,18,50,Management/Business/Finance,Never married,1,1
54,16,40,Management/Business/Finance,Divorced,0,1
25,12,40,Sales,Divorced,0,0
17,11,10,Service (food/clean/care/protective),Never married,1,0
43,18,40,Management/Business/Finance,Separated,0,1
35,21,40,Education/Legal/Arts/Social,Married,1,1
63,16,50,Computing/Engineering/Science,Divorced,1,1
25,18,22,Education/Legal/Arts/Social,Never married,0,0
40,14,52,Blue-collar (build/repair/prod/transport),Divorced,1,1
53,13,70,Blue-collar (build/repair/prod/transport),Divorced,1,1
20,14,20,Blue-collar (build/repair/prod/transport),Never married,1,0
63,14,40,Office & Admin,Widowed,0,0
35,18,50,Healthcare,Never married,0,1
50,16,45,Management/Business/Finance,Married,1,1
23,13,40,Education/Legal/Arts/Social,Married,0,0
28,16,40,Management/Business/Finance,Married,1,1
32,16,40,Education/Legal/Arts/Social,Married,0,0
40,14,30,Healthcare,Widowed,0,0
46,12,48,Blue-collar (build/repair/prod/transport),Married,1,0
37,18,40,Education/Legal/Arts/Social,Married,0,1
71,18,15,Management/Business/Finance,Married,1,1
62,19,13,Healthcare,Married,1,1
23,12,30,Sales,Never married,1,0
35,16,40,Healthcare,Married,0,1
34,13,39,Healthcare,Never married,0,0
21,14,25,Office & Admin,Never married,0,0
30,16,18,Office & Admin,Never married,0,0
61,19,40,Healthcare,Married,0,1
62,12,48,Office & Admin,Married,0,0
33,18,40,Sales,Never married,1,1
37,14,66,Healthcare,Never married,0,0
33,16,45,Office & Admin,Married,0,0
41,12,40,Service (food/clean/care/protective),Never married,0,1
42,14,47,Blue-collar (build/repair/prod/transport),Married,0,1
56,18,24,Education/Legal/Arts/Social,Married,0,0
38,18,40,Education/Legal/Arts/Social,Married,1,1
25,16,40,Healthcare,Never married,1,0
36,18,40,Management/Business/Finance,Married,0,1
46,14,40,Blue-collar (build/repair/prod/transport),Never married,1,0
58,14,20,Blue-collar (build/repair/prod/transport),Married,1,0
55,13,70,Management/Business/Finance,Married,1,1
52,0,32,Service (food/clean/care/protective),Married,1,0
35,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
40,12,42,Blue-collar (build/repair/prod/transport),Never married,0,0
41,14,40,Office & Admin,Married,0,0
27,16,40,Computing/Engineering/Science,Never married,1,1
33,18,40,Computing/Engineering/Science,Married,0,1
39,19,40,Management/Business/Finance,Never married,1,1
40,14,60,Computing/Engineering/Science,Married,1,1
27,18,40,Sales,Never married,1,1
49,19,28,Education/Legal/Arts/Social,Married,1,0
21,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
49,13,60,Blue-collar (build/repair/prod/transport),Married,1,1
55,14,35,Sales,Divorced,0,0
27,18,40,Management/Business/Finance,Never married,1,0
58,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
39,18,80,Computing/Engineering/Science,Married,1,1
50,9,44,Blue-collar (build/repair/prod/transport),Married,1,0
53,12,34,Office & Admin,Divorced,0,0
23,14,40,Management/Business/Finance,Never married,1,0
18,11,25,Office & Admin,Never married,0,0
31,13,30,Service (food/clean/care/protective),Never married,1,0
53,18,40,Education/Legal/Arts/Social,Never married,1,1
49,16,21,Service (food/clean/care/protective),Married,0,0
43,8,40,Blue-collar (build/repair/prod/transport),Married,1,0
28,14,28,Healthcare,Never married,0,0
20,14,30,Sales,Never married,1,0
67,19,30,Sales,Married,0,1
46,19,40,Education/Legal/Arts/Social,Married,0,1
60,14,12,Education/Legal/Arts/Social,Married,0,0
30,14,40,Blue-collar (build/repair/prod/transport),Never married,1,0
59,4,50,Blue-collar (build/repair/prod/transport),Married,0,0
43,11,40,Management/Business/Finance,Divorced,0,0
57,16,48,Management/Business/Finance,Married,1,1
36,18,40,Office & Admin,Married,0,1
42,16,48,Healthcare,Married,0,0
27,14,55,Sales,Never married,1,1
20,12,40,Sales,Never married,0,0
27,14,25,Healthcare,Separated,0,0
66,19,45,Education/Legal/Arts/Social,Married,1,1
40,19,40,Office & Admin,Divorced,1,1
62,18,20,Service (food/clean/care/protective),Married,0,1
44,16,45,Sales,Married,0,1
32,16,36,Healthcare,Married,0,1
61,16,40,Office & Admin,Divorced,0,1
36,16,40,Sales,Married,0,1
20,12,45,Management/Business/Finance,Married,1,0
48,14,40,Office & Admin,Divorced,0,0
53,16,65,Sales,Divorced,1,1
59,12,30,Healthcare,Married,0,0
51,21,45,Education/Legal/Arts/Social,Divorced,1,1
37,16,40,Education/Legal/Arts/Social,Married,0,1
36,16,40,Education/Legal/Arts/Social,Divorced,0,0
47,12,40,Service (food/clean/care/protective),Never married,1,0
48,12,32,Management/Business/Finance,Married,0,1
50,18,40,Management/Business/Finance,Married,0,1
36,16,40,Management/Business/Finance,Married,0,1
24,12,35,Blue-collar (build/repair/prod/transport),Never married,1,0
36,14,48,Military/Other,Married,0,1
44,16,40,Blue-collar (build/repair/prod/transport),Married,1,1
53,19,40,Education/Legal/Arts/Social,Married,0,1
19,12,45,Military/Other,Never married,1,0
51,16,40,Management/Business/Finance,Divorced,0,1
39,18,40,Computing/Engineering/Science,Married,0,1
35,14,50,Management/Business/Finance,Never married,0,1
36,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
39,16,8,Healthcare,Married,0,0
24,14,25,Sales,Never married,1,0
41,14,40,Blue-collar (build/repair/prod/transport),Never married,1,0
25,16,40,Blue-collar (build/repair/prod/transport),Never married,1,0
33,16,40,Healthcare,Married,1,1
22,14,15,Service (food/clean/care/protective),Never married,0,0
22,14,40,Healthcare,Never married,1,1
35,12,50,Blue-collar (build/repair/prod/transport),Married,1,1
46,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
56,13,50,Sales,Married,0,1
24,14,40,Office & Admin,Never married,0,0
56,16,21,Management/Business/Finance,Married,0,0
60,14,45,Management/Business/Finance,Married,1,1
63,16,40,Computing/Engineering/Science,Married,1,1
57,14,40,Sales,Divorced,0,1
58,14,65,Blue-collar (build/repair/prod/transport),Never married,1,1
37,21,40,Healthcare,Never married,0,0
20,12,24,Blue-collar (build/repair/prod/transport),Never married,1,0
37,14,42,Management/Business/Finance,Married,0,1
41,16,40,Education/Legal/Arts/Social,Never married,1,1
54,16,45,Computing/Engineering/Science,Married,1,1
27,16,48,Service (food/clean/care/protective),Never married,0,0
53,16,40,Healthcare,Married,1,0
61,19,70,Education/Legal/Arts/Social,Never married,1,1
50,18,60,Management/Business/Finance,Married,1,1
47,13,40,Office & Admin,Married,0,1
37,16,40,Sales,Married,1,1
43,0,40,Blue-collar (build/repair/prod/transport),Married,1,0
60,13,50,Service (food/clean/care/protective),Married,0,0
70,21,35,Healthcare,Married,1,1
36,18,40,Education/Legal/Arts/Social,Married,1,1
19,13,18,Blue-collar (build/repair/prod/transport),Never married,0,0
35,14,56,Service (food/clean/care/protective),Married,1,0
69,18,40,Education/Legal/Arts/Social,Married,1,0
53,11,40,Service (food/clean/care/protective),Separated,1,0
53,16,35,Sales,Married,0,1
49,16,24,Healthcare,Widowed,0,1
63,12,40,Office & Admin,Never married,1,0
21,12,15,Sales,Never married,1,0
46,14,40,Management/Business/Finance,Divorced,1,1
64,16,40,Management/Business/Finance,Married,0,1
36,12,5,Service (food/clean/care/protective),Married,0,0
35,6,40,Service (food/clean/care/protective),Married,1,0
19,13,40,Office & Admin,Never married,1,0
36,14,50,Management/Business/Finance,Married,0,0
32,12,24,Management/Business/Finance,Never married,0,0
36,16,40,Management/Business/Finance,Never married,1,0
42,14,50,Blue-collar (build/repair/prod/transport),Married,1,1
24,14,28,Service (food/clean/care/protective),Never married,0,0
37,16,80,Education/Legal/Arts/Social,Married,1,1
20,14,7,Service (food/clean/care/protective),Never married,0,0
59,16,40,Education/Legal/Arts/Social,Divorced,0,1
34,18,40,Computing/Engineering/Science,Married,1,1
65,16,40,Sales,Married,1,0
45,12,40,Management/Business/Finance,Married,0,1
29,16,35,Management/Business/Finance,Never married,1,1
48,14,40,Healthcare,Married,0,1
32,16,40,Management/Business/Finance,Never married,1,1
41,14,40,Management/Business/Finance,Never married,1,0
23,12,40,Blue-collar (build/repair/prod/transport),Never married,1,1
55,12,60,Management/Business/Finance,Married,0,0
39,19,45,Management/Business/Finance,Married,0,1
37,2,40,Blue-collar (build/repair/prod/transport),Never married,1,0
39,13,25,Blue-collar (build/repair/prod/transport),Separated,1,0
40,16,40,Education/Legal/Arts/Social,Married,1,1
55,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
34,16,40,Management/Business/Finance,Married,1,1
32,16,50,Computing/Engineering/Science,Divorced,1,1
26,12,16,Service (food/clean/care/protective),Never married,1,0
24,12,20,Sales,Never married,0,0
24,14,40,Office & Admin,Never married,0,0
65,16,40,Management/Business/Finance,Married,1,1
41,14,5,Office & Admin,Married,0,0
41,16,40,Education/Legal/Arts/Social,Never married,1,1
67,12,40,Office & Admin,Married,1,0
53,16,50,Service (food/clean/care/protective),Divorced,1,1
23,16,40,Service (food/clean/care/protective),Never married,1,0
32,16,38,Education/Legal/Arts/Social,Divorced,1,1
32,16,40,Management/Business/Finance,Never married,0,1
33,11,60,Blue-collar (build/repair/prod/transport),Separated,1,0
22,12,45,Office & Admin,Never married,1,0
30,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
40,12,40,Office & Admin,Divorced,0,1
29,14,40,Office & Admin,Married,0,0
49,14,50,Blue-collar (build/repair/prod/transport),Married,1,1
65,13,20,Blue-collar (build/repair/prod/transport),Married,1,0
30,14,30,Service (food/clean/care/protective),Married,0,0
40,16,30,Healthcare,Married,0,1
31,14,6,Service (food/clean/care/protective),Never married,1,0
28,14,45,Healthcare,Married,0,0
29,18,40,Sales,Married,0,1
36,0,40,Service (food/clean/care/protective),Married,0,0
57,11,40,Blue-collar (build/repair/prod/transport),Married,0,0
39,18,40,Healthcare,Married,1,1
59,12,40,Office & Admin,Married,1,1
21,12,40,Office & Admin,Never married,0,0
21,12,25,Education/Legal/Arts/Social,Never married,1,0
30,12,30,Blue-collar (build/repair/prod/transport),Never married,1,0
39,11,8,Management/Business/Finance,Married,0,0
30,13,30,Sales,Never married,0,0
39,18,40,Education/Legal/Arts/Social,Married,0,1
56,14,50,Management/Business/Finance,Married,0,1
58,12,15,Blue-collar (build/repair/prod/transport),Married,0,0
57,16,60,Computing/Engineering/Science,Divorced,0,1
20,14,12,Service (food/clean/care/protective),Never married,1,0
44,16,50,Management/Business/Finance,Married,1,1
29,16,50,Management/Business/Finance,Never married,0,1
30,13,40,Service (food/clean/care/protective),Never married,0,0
46,11,40,Blue-collar (build/repair/prod/transport),Married,1,1
28,9,40,Service (food/clean/care/protective),Married,1,0
67,0,40,Service (food/clean/care/protective),Married,1,0
20,12,40,Management/Business/Finance,Never married,1,0
45,16,21,Education/Legal/Arts/Social,Married,0,0
41,16,30,Education/Legal/Arts/Social,Never married,0,0
17,11,20,Sales,Never married,0,0
33,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
27,12,25,Computing/Engineering/Science,Never married,1,0
30,19,50,Education/Legal/Arts/Social,Married,0,1
32,12,40,Office & Admin,Never married,0,0
51,21,40,Healthcare,Married,0,1
47,12,70,Blue-collar (build/repair/prod/transport),Divorced,1,1
53,6,40,Service (food/clean/care/protective),Married,1,0
19,14,6,Blue-collar (build/repair/prod/transport),Never married,0,0
29,12,26,Service (food/clean/care/protective),Never married,0,0
58,14,40,Office & Admin,Never married,1,0
35,18,40,Healthcare,Married,0,1
39,16,18,Healthcare,Never married,0,0
34,12,45,Education/Legal/Arts/Social,Married,0,0
52,13,40,Education/Legal/Arts/Social,Divorced,0,0
20,13,20,Service (food/clean/care/protective),Never married,0,0
39,11,99,Management/Business/Finance,Never married,1,1
48,0,48,Blue-collar (build/repair/prod/transport),Married,1,0
17,11,30,Blue-collar (build/repair/prod/transport),Never married,1,0
47,16,28,Service (food/clean/care/protective),Married,1,0
84,12,20,Sales,Married,1,0
24,13,24,Blue-collar (build/repair/prod/transport),Married,1,0
26,16,36,Healthcare,Never married,0,1
60,14,5,Management/Business/Finance,Married,0,0
48,18,40,Computing/Engineering/Science,Married,1,1
27,14,40,Blue-collar (build/repair/prod/transport),Never married,1,0
35,16,60,Management/Business/Finance,Married,1,1
23,14,50,Blue-collar (build/repair/prod/transport),Never married,1,0
49,0,40,Blue-collar (build/repair/prod/transport),Married,1,1
61,0,40,Blue-collar (build/repair/prod/transport),Married,1,0
47,14,40,Blue-collar (build/repair/prod/transport),Married,1,0
50,0,40,Blue-collar (build/repair/prod/transport),Married,1,0
63,13,50,Blue-collar (build/repair/prod/transport),Married,1,1
35,21,50,Computing/Engineering/Science,Married,1,1
26,14,8,Management/Business/Finance,Never married,1,0
28,14,28,Management/Business/Finance,Married,0,0
54,18,40,Computing/Engineering/Science,Married,1,1
59,14,36,Office & Admin,Married,1,1
41,14,80,Blue-collar (build/repair/prod/transport),Married,1,0
62,12,40,Computing/Engineering/Science,Married,1,0
43,12,40,Education/Legal/Arts/Social,Married,0,0
39,14,60,Management/Business/Finance,Widowed,1,1
69,18,25,Management/Business/Finance,Married,1,1
34,12,25,Healthcare,Never married,0,0
63,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
61,18,45,Sales,Never married,0,1
36,12,55,Management/Business/Finance,Never married,0,0
79,12,5,Sales,Divorced,0,1
32,14,30,Sales,Married,0,0
39,16,15,Blue-collar (build/repair/prod/transport),Married,0,0
45,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
34,16,40,Computing/Engineering/Science,Married,0,1
64,11,40,Sales,Widowed,0,0
39,14,40,Office & Admin,Married,0,1
49,13,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
42,13,40,Blue-collar (build/repair/prod/transport),Married,0,0
34,12,40,Healthcare,Divorced,0,0
28,14,35,Education/Legal/Arts/Social,Never married,1,0
40,13,26,Service (food/clean/care/protective),Divorced,0,0
54,13,40,Office & Admin,Married,0,1
58,14,40,Sales,Married,0,0
58,14,50,Management/Business/Finance,Widowed,0,1
46,16,30,Management/Business/Finance,Never married,1,1
52,18,40,Blue-collar (build/repair/prod/transport),Married,1,0
31,16,40,Computing/Engineering/Science,Never married,1,1
42,18,45,Management/Business/Finance,Married,0,1
28,14,40,Service (food/clean/care/protective),Never married,0,0
17,12,5,Service (food/clean/care/protective),Never married,0,0
40,13,32,Healthcare,Married,0,0
46,19,50,Management/Business/Finance,Married,1,1
42,18,45,Education/Legal/Arts/Social,Married,1,1
33,16,40,Computing/Engineering/Science,Married,0,1
36,18,40,Management/Business/Finance,Married,0,0
37,16,99,Computing/Engineering/Science,Married,1,1
44,12,5,Education/Legal/Arts/Social,Married,0,0
54,18,40,Computing/Engineering/Science,Married,1,1
42,14,40,Management/Business/Finance,Widowed,0,0
36,9,40,Education/Legal/Arts/Social,Married,1,0
29,16,50,Education/Legal/Arts/Social,Never married,0,0
47,10,40,Blue-collar (build/repair/prod/transport),Married,1,0
86,18,4,Sales,Separated,1,0
47,14,40,Computing/Engineering/Science,Married,1,1
55,16,60,Management/Business/Finance,Never married,0,1
71,14,50,Sales,Married,1,1
51,18,45,Management/Business/Finance,Married,0,1
59,18,40,Healthcare,Married,0,1
40,12,35,Office & Admin,Never married,0,0
42,14,40,Management/Business/Finance,Divorced,0,1
23,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
28,12,40,Service (food/clean/care/protective),Divorced,0,0
30,14,16,Blue-collar (build/repair/prod/transport),Never married,0,0
38,16,50,Sales,Married,1,1
33,14,20,Office & Admin,Divorced,0,0
42,16,50,Service (food/clean/care/protective),Married,1,1
28,12,40,Education/Legal/Arts/Social,Never married,0,0
21,12,40,Blue-collar (build/repair/prod/transport),Never married,0,0
64,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
42,11,30,Sales,Never married,0,0
45,14,46,Service (food/clean/care/protective),Married,1,0
47,12,60,Sales,Married,1,0
24,16,20,Office & Admin,Never married,1,0
55,14,70,Service (food/clean/care/protective),Married,1,1
19,14,20,Computing/Engineering/Science,Never married,1,0
66,14,40,Management/Business/Finance,Married,0,1
50,14,40,Computing/Engineering/Science,Married,1,1
27,12,40,Service (food/clean/care/protective),Married,1,0
47,14,50,Office & Admin,Married,0,1
47,11,40,Blue-collar (build/repair/prod/transport),Married,1,1
47,14,40,Blue-collar (build/repair/prod/transport),Married,0,0
35,19,40,Healthcare,Never married,0,1
23,12,60,Office & Admin,Never married,1,0
32,16,40,Management/Business/Finance,Married,0,0
32,18,55,Management/Business/Finance,Married,1,1
24,18,36,Office & Admin,Never married,1,0
49,16,50,Management/Business/Finance,Married,0,1
41,14,24,Healthcare,Married,0,1
36,16,15,Sales,Married,0,0
22,13,25,Office & Admin,Never married,1,0
55,14,40,Education/Legal/Arts/Social,Never married,0,0
62,16,45,Healthcare,Divorced,0,1
27,12,40,Management/Business/Finance,Married,0,0
26,16,40,Sales,Married,1,0
50,6,40,Blue-collar (build/repair/prod/transport),Married,1,1
42,16,50,Management/Business/Finance,Never married,1,1
47,0,45,Blue-collar (build/repair/prod/transport),Married,1,0
66,9,40,Education/Legal/Arts/Social,Divorced,0,0
54,12,40,Service (food/clean/care/protective),Married,0,0
56,14,40,Service (food/clean/care/protective),Never married,0,0
64,14,20,Blue-collar (build/repair/prod/transport),Divorced,1,0
41,14,10,Healthcare,Married,0,0
41,14,38,Computing/Engineering/Science,Never married,1,1
28,16,50,Management/Business/Finance,Married,0,1
35,14,35,Blue-collar (build/repair/prod/transport),Never married,1,0
27,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
20,14,10,Computing/Engineering/Science,Never married,0,0
51,14,24,Service (food/clean/care/protective),Married,0,0
29,16,40,Computing/Engineering/Science,Never married,0,1
32,14,40,Management/Business/Finance,Married,1,0
47,14,40,Blue-collar (build/repair/prod/transport),Married,1,0
46,18,40,Education/Legal/Arts/Social,Divorced,0,1
69,18,20,Service (food/clean/care/protective),Divorced,1,0
61,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
32,11,40,Service (food/clean/care/protective),Never married,0,0
60,19,40,Education/Legal/Arts/Social,Divorced,1,1
64,19,20,Education/Legal/Arts/Social,Married,1,1
64,18,45,Management/Business/Finance,Married,1,1
46,14,40,Blue-collar (build/repair/prod/transport),Married,1,0
50,10,60,Blue-collar (build/repair/prod/transport),Divorced,1,0
61,14,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
36,14,50,Blue-collar (build/repair/prod/transport),Never married,1,1
37,11,40,Blue-collar (build/repair/prod/transport),Never married,1,0
63,14,40,Office & Admin,Divorced,0,1
46,16,40,Office & Admin,Divorced,0,1
25,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
61,16,60,Management/Business/Finance,Married,1,1
20,12,60,Blue-collar (build/repair/prod/transport),Never married,1,0
61,14,12,Office & Admin,Married,0,0
69,12,72,Service (food/clean/care/protective),Married,1,0
36,16,4,Management/Business/Finance,Married,0,0
36,14,38,Service (food/clean/care/protective),Never married,0,0
33,0,40,Service (food/clean/care/protective),Married,1,1
52,12,40,Healthcare,Divorced,0,0
37,18,40,Management/Business/Finance,Never married,0,1
40,0,40,Management/Business/Finance,Married,1,1
60,12,40,Sales,Married,0,1
31,19,60,Healthcare,Never married,0,1
67,19,4,Education/Legal/Arts/Social,Widowed,0,0
59,16,20,Management/Business/Finance,Married,0,1
36,16,40,Office & Admin,Married,0,0
39,0,39,Office & Admin,Never married,1,0
59,14,32,Blue-collar (build/repair/prod/transport),Married,1,0
41,16,60,Management/Business/Finance,Married,1,1
47,14,35,Service (food/clean/care/protective),Never married,1,0
45,19,40,Education/Legal/Arts/Social,Married,1,1
70,16,40,Management/Business/Finance,Married,1,1
31,21,40,Computing/Engineering/Science,Divorced,0,0
38,14,40,Service (food/clean/care/protective),Married,1,0
47,9,40,Blue-collar (build/repair/prod/transport),Married,0,0
24,14,40,Healthcare,Never married,0,0
27,12,35,Blue-collar (build/repair/prod/transport),Never married,1,0
36,11,40,Blue-collar (build/repair/prod/transport),Never married,1,0
59,16,60,Computing/Engineering/Science,Married,1,1
29,14,40,Education/Legal/Arts/Social,Never married,0,0
70,21,12,Education/Legal/Arts/Social,Married,1,1
82,12,40,Service (food/clean/care/protective),Married,1,0
48,18,40,Healthcare,Married,1,1
30,12,40,Blue-collar (build/repair/prod/transport),Married,0,0
32,3,40,Service (food/clean/care/protective),Never married,0,0
51,16,45,Management/Business/Finance,Married,1,1
19,12,40,Military/Other,Never married,1,0
52,16,30,Office & Admin,Married,1,1
80,18,20,Computing/Engineering/Science,Married,1,1
27,18,44,Management/Business/Finance,Married,1,0
57,18,50,Management/Business/Finance,Married,1,1
24,16,40,Healthcare,Never married,0,1
49,12,40,Office & Admin,Divorced,0,1
61,21,24,Healthcare,Married,0,1
34,6,50,Blue-collar (build/repair/prod/transport),Never married,1,1
39,13,40,Blue-collar (build/repair/prod/transport),Married,1,0
40,21,40,Education/Legal/Arts/Social,Never married,0,1
38,16,60,Sales,Married,1,1
63,18,50,Management/Business/Finance,Married,0,1
34,14,40,Blue-collar (build/repair/prod/transport),Never married,1,0
22,12,30,Office & Admin,Married,0,0
22,12,32,Service (food/clean/care/protective),Never married,0,0
50,16,40,Computing/Engineering/Science,Divorced,1,1
31,18,40,Computing/Engineering/Science,Married,1,1
33,13,40,Healthcare,Divorced,0,0
37,0,40,Blue-collar (build/repair/prod/transport),Never married,0,0
70,18,30,Office & Admin,Divorced,0,0
57,9,30,Education/Legal/Arts/Social,Married,0,0
23,12,30,Blue-collar (build/repair/prod/transport),Never married,1,0
39,16,40,Computing/Engineering/Science,Married,0,1
68,16,60,Healthcare,Married,0,0
40,14,40,Computing/Engineering/Science,Married,0,1
62,14,45,Office & Admin,Married,0,1
31,14,30,Management/Business/Finance,Married,0,0
50,14,40,Office & Admin,Married,0,0
58,12,48,Service (food/clean/care/protective),Divorced,1,1
38,13,40,Blue-collar (build/repair/prod/transport),Married,1,0
37,16,40,Management/Business/Finance,Never married,1,1
47,14,40,Service (food/clean/care/protective),Married,0,0
28,13,40,Management/Business/Finance,Never married,0,0
47,14,30,Blue-collar (build/repair/prod/transport),Married,1,0
55,16,50,Management/Business/Finance,Married,1,1
58,14,30,Management/Business/Finance,Married,0,1
24,14,40,Healthcare,Never married,1,0
41,8,50,Service (food/clean/care/protective),Divorced,0,0
30,16,50,Sales,Married,1,1
22,16,26,Service (food/clean/care/protective),Never married,0,0
37,16,45,Computing/Engineering/Science,Married,0,1
52,6,40,Blue-collar (build/repair/prod/transport),Married,1,0
65,16,40,Computing/Engineering/Science,Married,1,1
31,16,36,Healthcare,Married,1,1
50,13,70,Blue-collar (build/repair/prod/transport),Married,1,1
46,16,50,Management/Business/Finance,Never married,1,1
38,16,40,Computing/Engineering/Science,Married,1,1
18,12,8,Management/Business/Finance,Never married,0,0
64,12,50,Management/Business/Finance,Married,1,1
50,16,40,Education/Legal/Arts/Social,Married,1,0
39,16,40,Management/Business/Finance,Married,1,1
33,11,50,Service (food/clean/care/protective),Married,0,0
38,12,40,Office & Admin,Married,1,0
43,9,40,Service (food/clean/care/protective),Married,1,0
54,16,40,Management/Business/Finance,Married,1,1
